,ALT_GEO_CODE,CENSUS_YEAR,DATA_QUALITY_FLAG,GEO_CODE,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,Member ID: Profile of Census Tracts (2247),Profile_of_Census_Tracts,Total-Sex,area,average,format_CODE,percentage,higer/lower,absolute
22,568001102,2016,0,5680011.02,,2,11.02,3,4.3,742,Median total income of households in 2015 ($),49088,Barrie,80788,5680011.02,-39.24%,lower,39.24%
419,535031401,2016,0,,5350314.01,2,314.01,2.7,4.2,742,Median total income of households in 2015 ($),49152,Toronto,78373,5350314.01,-37.28%,lower,37.28%
89,537006700,2016,101,5370067,,,67,4.9,5.8,742,Median total income of households in 2015 ($),49203,Hamilton,75464,5370067.00,-34.80%,lower,34.80%
396,535030703,2016,101,,5350307.03,2,307.03,3.9,5.9,742,Median total income of households in 2015 ($),49262,Toronto,78373,5350307.03,-37.14%,lower,37.14%
485,535035505,2016,111,,5350355.05,2,355.05,4.2,10,742,Median total income of households in 2015 ($),49301,Toronto,78373,5350355.05,-37.09%,lower,37.09%
328,535026901,2016,1,,5350269.01,2,269.01,3.7,5.1,742,Median total income of households in 2015 ($),49390,Toronto,78373,5350269.01,-36.98%,lower,36.98%
2,543000201,2016,0,5430002.01,,2,2.01,6.1,7.3,742,Median total income of households in 2015 ($),49422,Brantford,68756,5430002.01,-28.12%,lower,28.12%
81,537005900,2016,101,5370059,,,59,4.2,6.3,742,Median total income of households in 2015 ($),49536,Hamilton,75464,5370059.00,-34.36%,lower,34.36%
1,543000100,2016,0,5430001,,2,1,3.4,5.1,742,Median total income of households in 2015 ($),49591,Brantford,68756,5430001.00,-27.87%,lower,27.87%
25,532001201,2016,101,5320012.01,,2,12.01,6.3,7.8,742,Median total income of households in 2015 ($),49920,Oshawa,85697,5320012.01,-41.75%,lower,41.75%
705,535042206,2016,0,,5350422.06,2,422.06,2.9,3.3,742,Median total income of households in 2015 ($),49938,Toronto,78373,5350422.06,-36.28%,lower,36.28%
44,535003600,2016,101,,5350036,2,36,5,6.9,742,Median total income of households in 2015 ($),49948,Toronto,78373,5350036.00,-36.27%,lower,36.27%
215,535018501,2016,0,,5350185.01,2,185.01,3.5,4.3,742,Median total income of households in 2015 ($),50041,Toronto,78373,5350185.01,-36.15%,lower,36.15%
439,535032201,2016,101,,5350322.01,2,322.01,3.9,4.5,742,Median total income of households in 2015 ($),50048,Toronto,78373,5350322.01,-36.14%,lower,36.14%
398,535030705,2016,101,,5350307.05,2,307.05,3.5,5.9,742,Median total income of households in 2015 ($),50261,Toronto,78373,5350307.05,-35.87%,lower,35.87%
5,529000400,2016,0,5290004,,,4,6,3.9,742,Median total income of households in 2015 ($),50304,Peterborough,64777,5290004.00,-22.34%,lower,22.34%
55,537003300,2016,101,5370033,,,33,6.5,9.1,742,Median total income of households in 2015 ($),50509,Hamilton,75464,5370033.00,-33.07%,lower,33.07%
18,541000700,2016,1,5410007,,2,7,5,7.5,742,Median total income of households in 2015 ($),50662,Kitchener - Cambridge - Waterloo,77229,5410007.00,-34.40%,lower,34.40%
797,535051101,2016,0,,5350511.01,2,511.01,2.9,4,742,Median total income of households in 2015 ($),50752,Toronto,78373,5350511.01,-35.24%,lower,35.24%
347,535028000,2016,0,,5350280,2,280,3.1,5.1,742,Median total income of households in 2015 ($),50880,Toronto,78373,5350280.00,-35.08%,lower,35.08%
334,535027201,2016,1,,5350272.01,2,272.01,3.4,6.4,742,Median total income of households in 2015 ($),50916,Toronto,78373,5350272.01,-35.03%,lower,35.03%
79,535006306,2016,101,,5350063.06,2,63.06,5.1,6.1,742,Median total income of households in 2015 ($),50979,Toronto,78373,5350063.06,-34.95%,lower,34.95%
618,535040212,2016,0,,5350402.12,2,402.12,3.7,5.6,742,Median total income of households in 2015 ($),50995,Toronto,78373,5350402.12,-34.93%,lower,34.93%
86,537006400,2016,100,5370064,,,64,8.2,4.5,742,Median total income of households in 2015 ($),51029,Hamilton,75464,5370064.00,-32.38%,lower,32.38%
566,535037824,2016,0,,5350378.24,2,378.24,5,6.1,742,Median total income of households in 2015 ($),51051,Toronto,78373,5350378.24,-34.86%,lower,34.86%
78,535006305,2016,101,,5350063.05,2,63.05,5.1,6,742,Median total income of households in 2015 ($),51072,Toronto,78373,5350063.05,-34.83%,lower,34.83%
576,535040008,2016,1,,5350400.08,2,400.08,2.6,7.1,742,Median total income of households in 2015 ($),51072,Toronto,78373,5350400.08,-34.83%,lower,34.83%
91,537006900,2016,0,5370069,,,69,3.4,6.5,742,Median total income of households in 2015 ($),51072,Hamilton,75464,5370069.00,-32.32%,lower,32.32%
25,541000902,2016,0,5410009.02,,2,9.02,3.4,5.3,742,Median total income of households in 2015 ($),51072,Kitchener - Cambridge - Waterloo,77229,5410009.02,-33.87%,lower,33.87%
474,535034900,2016,0,,5350349,2,349,3.4,4.8,742,Median total income of households in 2015 ($),51093,Toronto,78373,5350349.00,-34.81%,lower,34.81%
470,535034601,2016,0,,5350346.01,2,346.01,2.9,3.2,742,Median total income of households in 2015 ($),51123,Toronto,78373,5350346.01,-34.77%,lower,34.77%
24,541000901,2016,0,5410009.01,,2,9.01,3.9,4.1,742,Median total income of households in 2015 ($),51179,Kitchener - Cambridge - Waterloo,77229,5410009.01,-33.73%,lower,33.73%
83,535006600,2016,100,,5350066,2,66,8.5,4.8,742,Median total income of households in 2015 ($),51190,Toronto,78373,5350066.00,-34.68%,lower,34.68%
295,535024402,2016,0,,5350244.02,2,244.02,3.4,8.3,742,Median total income of households in 2015 ($),51200,Toronto,78373,5350244.02,-34.67%,lower,34.67%
403,535030804,2016,1,,5350308.04,2,308.04,4,8.1,742,Median total income of households in 2015 ($),51302,Toronto,78373,5350308.04,-34.54%,lower,34.54%
859,535052106,2016,0,,5350521.06,2,521.06,2.5,4.4,742,Median total income of households in 2015 ($),51307,Toronto,78373,5350521.06,-34.53%,lower,34.53%
292,535024301,2016,1,,5350243.01,2,243.01,4,8.8,742,Median total income of households in 2015 ($),51371,Toronto,78373,5350243.01,-34.45%,lower,34.45%
234,535020001,2016,0,,5350200.01,2,200.01,3.9,5,742,Median total income of households in 2015 ($),51424,Toronto,78373,5350200.01,-34.39%,lower,34.39%
865,535052502,2016,0,,5350525.02,2,525.02,3,1.9,742,Median total income of households in 2015 ($),51440,Toronto,78373,5350525.02,-34.37%,lower,34.37%
379,535030103,2016,101,,5350301.03,2,301.03,3.4,6,742,Median total income of households in 2015 ($),51474,Toronto,78373,5350301.03,-34.32%,lower,34.32%
640,535041012,2016,0,,5350410.12,2,410.12,4.6,5.9,742,Median total income of households in 2015 ($),51477,Toronto,78373,5350410.12,-34.32%,lower,34.32%
411,535031106,2016,101,,5350311.06,2,311.06,5.4,8.8,742,Median total income of households in 2015 ($),51499,Toronto,78373,5350311.06,-34.29%,lower,34.29%
458,535033702,2016,0,,5350337.02,2,337.02,8.4,4.2,742,Median total income of households in 2015 ($),51520,Toronto,78373,5350337.02,-34.26%,lower,34.26%
106,537008300,2016,0,5370083,,,83,3.9,6.3,742,Median total income of households in 2015 ($),51520,Hamilton,75464,5370083.00,-31.73%,lower,31.73%
82,537006000,2016,1,5370060,,,60,3.3,9.7,742,Median total income of households in 2015 ($),51584,Hamilton,75464,5370060.00,-31.64%,lower,31.64%
385,535030401,2016,0,,5350304.01,2,304.01,2.7,4.9,742,Median total income of households in 2015 ($),51627,Toronto,78373,5350304.01,-34.13%,lower,34.13%
850,535052007,2016,0,,5350520.07,2,520.07,2.8,3.9,742,Median total income of households in 2015 ($),51639,Toronto,78373,5350520.07,-34.11%,lower,34.11%
690,535042009,2016,0,,5350420.09,2,420.09,3.2,6.1,742,Median total income of households in 2015 ($),51744,Toronto,78373,5350420.09,-33.98%,lower,33.98%
195,535016702,2016,0,,5350167.02,2,167.02,4.4,4,742,Median total income of households in 2015 ($),51763,Toronto,78373,5350167.02,-33.95%,lower,33.95%
44,541002200,2016,0,5410022,,2,22,3.6,6.7,742,Median total income of households in 2015 ($),51840,Kitchener - Cambridge - Waterloo,77229,5410022.00,-32.87%,lower,32.87%
16,543001200,2016,0,5430012,,2,12,3.4,6.3,742,Median total income of households in 2015 ($),51877,Brantford,68756,5430012.00,-24.55%,lower,24.55%
526,535037503,2016,0,,5350375.03,2,375.03,3.1,5.7,742,Median total income of households in 2015 ($),52000,Toronto,78373,5350375.03,-33.65%,lower,33.65%
15,529001100,2016,101,5290011,,,11,4.6,4.6,742,Median total income of households in 2015 ($),52032,Peterborough,64777,5290011.00,-19.68%,lower,19.68%
28,550001500,2016,0,5500015,,2,15,3.5,3.6,742,Median total income of households in 2015 ($),52275,Guelph,81223,5500015.00,-35.64%,lower,35.64%
69,539030100,2016,0,5390301,,2,301,3.2,5.1,742,Median total income of households in 2015 ($),52281,St. Catharines - Niagara,63001,5390301.00,-17.02%,lower,17.02%
25,568001300,2016,0,5680013,,2,13,5.1,4.7,742,Median total income of households in 2015 ($),52339,Barrie,80788,5680013.00,-35.21%,lower,35.21%
609,535040202,2016,0,,5350402.02,2,402.02,3.5,3.3,742,Median total income of households in 2015 ($),52352,Toronto,78373,5350402.02,-33.20%,lower,33.20%
105,537008200,2016,0,5370082,,,82,3.6,4.3,742,Median total income of households in 2015 ($),52352,Hamilton,75464,5370082.00,-30.63%,lower,30.63%
39,537002200,2016,0,5370022,,,22,3.9,6.2,742,Median total income of households in 2015 ($),52373,Hamilton,75464,5370022.00,-30.60%,lower,30.60%
307,535024905,2016,0,,5350249.05,2,249.05,2.8,2.5,742,Median total income of households in 2015 ($),52437,Toronto,78373,5350249.05,-33.09%,lower,33.09%
515,535037001,2016,0,,5350370.01,2,370.01,3.8,4.8,742,Median total income of households in 2015 ($),52445,Toronto,78373,5350370.01,-33.08%,lower,33.08%
39,568010400,2016,0,5680104,,2,104,3.1,4.5,742,Median total income of households in 2015 ($),52464,Barrie,80788,5680104.00,-35.06%,lower,35.06%
16,539001202,2016,0,5390012.02,,2,12.02,4.6,5.4,742,Median total income of households in 2015 ($),52565,St. Catharines - Niagara,63001,5390012.02,-16.56%,lower,16.56%
75,537005300,2016,0,5370053,,,53,3.8,4.4,742,Median total income of households in 2015 ($),52608,Hamilton,75464,5370053.00,-30.29%,lower,30.29%
363,535029102,2016,1,,5350291.02,2,291.02,3.9,6.9,742,Median total income of households in 2015 ($),52629,Toronto,78373,5350291.02,-32.85%,lower,32.85%
18,539001302,2016,0,5390013.02,,2,13.02,3.2,4.7,742,Median total income of households in 2015 ($),52779,St. Catharines - Niagara,63001,5390013.02,-16.23%,lower,16.23%
70,539030200,2016,0,5390302,,2,302,2.7,6.2,742,Median total income of households in 2015 ($),52821,St. Catharines - Niagara,63001,5390302.00,-16.16%,lower,16.16%
801,535051302,2016,0,,5350513.02,2,513.02,3.2,5.3,742,Median total income of households in 2015 ($),52864,Toronto,78373,5350513.02,-32.55%,lower,32.55%
78,539031001,2016,0,5390310.01,,2,310.01,4.4,5.5,742,Median total income of households in 2015 ($),52864,St. Catharines - Niagara,63001,5390310.01,-16.09%,lower,16.09%
310,535025004,2016,111,,5350250.04,2,250.04,4.7,11.1,742,Median total income of households in 2015 ($),52882,Toronto,78373,5350250.04,-32.53%,lower,32.53%
477,535035102,2016,0,,5350351.02,2,351.02,4,5.9,742,Median total income of households in 2015 ($),52907,Toronto,78373,5350351.02,-32.49%,lower,32.49%
602,535040118,2016,0,,5350401.18,2,401.18,3.4,6.6,742,Median total income of households in 2015 ($),52955,Toronto,78373,5350401.18,-32.43%,lower,32.43%
318,535026201,2016,0,,5350262.01,2,262.01,3.4,3.5,742,Median total income of households in 2015 ($),53013,Toronto,78373,5350262.01,-32.36%,lower,32.36%
213,535018401,2016,0,,5350184.01,2,184.01,3.4,4.7,742,Median total income of households in 2015 ($),53056,Toronto,78373,5350184.01,-32.30%,lower,32.30%
471,535034602,2016,0,,5350346.02,2,346.02,2.9,6.2,742,Median total income of households in 2015 ($),53082,Toronto,78373,5350346.02,-32.27%,lower,32.27%
125,535010202,2016,0,,5350102.02,2,102.02,5,4.5,742,Median total income of households in 2015 ($),53099,Toronto,78373,5350102.02,-32.25%,lower,32.25%
440,535032202,2016,1001,,5350322.02,2,322.02,11.5,5.9,742,Median total income of households in 2015 ($),53120,Toronto,78373,5350322.02,-32.22%,lower,32.22%
1036,535060300,2016,1,,5350603,2,603,4.5,7.7,742,Median total income of households in 2015 ($),53271,Toronto,78373,5350603.00,-32.03%,lower,32.03%
89,535007201,2016,0,,5350072.01,2,72.01,3.4,4.4,742,Median total income of households in 2015 ($),53453,Toronto,78373,5350072.01,-31.80%,lower,31.80%
42,535003402,2016,101,,5350034.02,2,34.02,6.6,8.4,742,Median total income of households in 2015 ($),53472,Toronto,78373,5350034.02,-31.77%,lower,31.77%
942,535057001,2016,0,,5350570.01,2,570.01,3.4,5.6,742,Median total income of households in 2015 ($),53536,Toronto,78373,5350570.01,-31.69%,lower,31.69%
131,537013200,2016,0,5370132,,,132,5.1,3,742,Median total income of households in 2015 ($),53589,Hamilton,75464,5370132.00,-28.99%,lower,28.99%
914,535053002,2016,0,,5350530.02,2,530.02,2.7,4.9,742,Median total income of households in 2015 ($),53664,Toronto,78373,5350530.02,-31.53%,lower,31.53%
76,537005400,2016,0,5370054,,,54,3.6,5.9,742,Median total income of households in 2015 ($),53717,Hamilton,75464,5370054.00,-28.82%,lower,28.82%
476,535035101,2016,0,,5350351.01,2,351.01,2.9,3.9,742,Median total income of households in 2015 ($),53742,Toronto,78373,5350351.01,-31.43%,lower,31.43%
14,539001100,2016,0,5390011,,2,11,3.6,6,742,Median total income of households in 2015 ($),53773,St. Catharines - Niagara,63001,5390011.00,-14.65%,lower,14.65%
166,535013602,2016,1,,5350136.02,2,136.02,4.4,5,742,Median total income of households in 2015 ($),53786,Toronto,78373,5350136.02,-31.37%,lower,31.37%
291,535024200,2016,1,,5350242,2,242,3.4,7.3,742,Median total income of households in 2015 ($),53888,Toronto,78373,5350242.00,-31.24%,lower,31.24%
384,535030300,2016,0,,5350303,2,303,2.5,6.4,742,Median total income of households in 2015 ($),53888,Toronto,78373,5350303.00,-31.24%,lower,31.24%
399,535030706,2016,1,,5350307.06,2,307.06,4,4.1,742,Median total income of households in 2015 ($),53888,Toronto,78373,5350307.06,-31.24%,lower,31.24%
845,535051800,2016,0,,5350518,2,518,2.6,3.6,742,Median total income of households in 2015 ($),53888,Toronto,78373,5350518.00,-31.24%,lower,31.24%
203,535017400,2016,1,,5350174,2,174,6.1,6.2,742,Median total income of households in 2015 ($),53909,Toronto,78373,5350174.00,-31.21%,lower,31.21%
404,535030900,2016,0,,5350309,2,309,4.8,2.4,742,Median total income of households in 2015 ($),53952,Toronto,78373,5350309.00,-31.16%,lower,31.16%
348,535028101,2016,0,,5350281.01,2,281.01,3.1,3.8,742,Median total income of households in 2015 ($),53988,Toronto,78373,5350281.01,-31.11%,lower,31.11%
183,535015700,2016,101,,5350157,2,157,4.3,7.1,742,Median total income of households in 2015 ($),54016,Toronto,78373,5350157.00,-31.08%,lower,31.08%
18,537000401,2016,0,5370004.01,,,4.01,2.8,4.2,742,Median total income of households in 2015 ($),54042,Hamilton,75464,5370004.01,-28.39%,lower,28.39%
416,535031206,2016,0,,5350312.06,2,312.06,2.8,5.6,742,Median total income of households in 2015 ($),54080,Toronto,78373,5350312.06,-31.00%,lower,31.00%
380,535030104,2016,101,,5350301.04,2,301.04,3.2,5.1,742,Median total income of households in 2015 ($),54101,Toronto,78373,5350301.04,-30.97%,lower,30.97%
267,535022502,2016,0,,5350225.02,2,225.02,5.4,6.5,742,Median total income of households in 2015 ($),54144,Toronto,78373,5350225.02,-30.91%,lower,30.91%
365,535029104,2016,0,,5350291.04,2,291.04,2.8,2.1,742,Median total income of households in 2015 ($),54144,Toronto,78373,5350291.04,-30.91%,lower,30.91%
93,539033401,2016,1,5390334.01,,2,334.01,4.5,9,742,Median total income of households in 2015 ($),54176,St. Catharines - Niagara,63001,5390334.01,-14.01%,lower,14.01%
1,532000100,2016,1,5320001,,2,1,3.9,6.7,742,Median total income of households in 2015 ($),54286,Oshawa,85697,5320001.00,-36.65%,lower,36.65%
157,535012806,2016,0,,5350128.06,2,128.06,3.6,4.4,742,Median total income of households in 2015 ($),54380,Toronto,78373,5350128.06,-30.61%,lower,30.61%
88,537006600,2016,0,5370066,,,66,3.3,4.3,742,Median total income of households in 2015 ($),54421,Hamilton,75464,5370066.00,-27.88%,lower,27.88%
530,535037602,2016,0,,5350376.02,2,376.02,2.1,5.6,742,Median total income of households in 2015 ($),54443,Toronto,78373,5350376.02,-30.53%,lower,30.53%
962,535057502,2016,101,,5350575.02,2,575.02,4.3,6.8,742,Median total income of households in 2015 ($),54451,Toronto,78373,5350575.02,-30.52%,lower,30.52%
407,535031102,2016,0,,5350311.02,2,311.02,3.3,5.2,742,Median total income of households in 2015 ($),54496,Toronto,78373,5350311.02,-30.47%,lower,30.47%
484,535035504,2016,0,,5350355.04,2,355.04,4.6,1.3,742,Median total income of households in 2015 ($),54571,Toronto,78373,5350355.04,-30.37%,lower,30.37%
2,550000103,2016,101,5500001.03,,2,1.03,8.7,7.5,742,Median total income of households in 2015 ($),54576,Guelph,81223,5500001.03,-32.81%,lower,32.81%
16,550000800,2016,0,5500008,,2,8,4.4,6,742,Median total income of households in 2015 ($),54630,Guelph,81223,5500008.00,-32.74%,lower,32.74%
311,535025005,2016,0,,5350250.05,2,250.05,3,2.1,742,Median total income of households in 2015 ($),54674,Toronto,78373,5350250.05,-30.24%,lower,30.24%
25,537000800,2016,0,5370008,,,8,9,6,742,Median total income of households in 2015 ($),54733,Hamilton,75464,5370008.00,-27.47%,lower,27.47%
504,535036306,2016,0,,5350363.06,2,363.06,3.7,5.8,742,Median total income of households in 2015 ($),54756,Toronto,78373,5350363.06,-30.13%,lower,30.13%
24,537000700,2016,0,5370007,,,7,2.7,5.5,742,Median total income of households in 2015 ($),54827,Hamilton,75464,5370007.00,-27.35%,lower,27.35%
28,541001000,2016,0,5410010,,2,10,5.4,3.4,742,Median total income of households in 2015 ($),54839,Kitchener - Cambridge - Waterloo,77229,5410010.00,-28.99%,lower,28.99%
422,535031502,2016,0,,5350315.02,2,315.02,2.7,3,742,Median total income of households in 2015 ($),54848,Toronto,78373,5350315.02,-30.02%,lower,30.02%
21,550001001,2016,0,5500010.01,,2,10.01,2.9,4.3,742,Median total income of households in 2015 ($),54848,Guelph,81223,5500010.01,-32.47%,lower,32.47%
229,535019404,2016,0,,5350194.04,2,194.04,2.3,3,742,Median total income of households in 2015 ($),54869,Toronto,78373,5350194.04,-29.99%,lower,29.99%
68,537004600,2016,1,5370046,,,46,6.6,7.3,742,Median total income of households in 2015 ($),54880,Hamilton,75464,5370046.00,-27.28%,lower,27.28%
315,535026006,2016,0,,5350260.06,2,260.06,2.4,2.4,742,Median total income of households in 2015 ($),54989,Toronto,78373,5350260.06,-29.84%,lower,29.84%
